번호,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,소재지전화,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,좌표정보(x),좌표정보(y),,
840,1,영업/정상,13,영업중,,,,,,강원특별자치도 동해시 쇄운동 82-3,"강원특별자치도 동해시 청운로 71, 지1층 (쇄운동)",25805,동해어린이수영센터,385899.7437,444766.3744,,
841,1,영업/정상,13,영업중,,,,033-522-4337,,강원특별자치도 동해시 송정동 1572,강원특별자치도 동해시 용정로 67 (송정동),25776,(주)씨에스씨스포츠센터,387279.8194,446142.6309,,
842,1,영업/정상,13,영업중,,,,033-539-3750,,강원특별자치도 동해시 구미동 2,"강원특별자치도 동해시 갯목길 114-5, 해오름스포츠센터 1층 (구미동)",25790,해오름스포츠센터 수영장,389387.6067,445125.8554,,
843,1,영업/정상,13,영업중,,,,033-633-9100,219-832,강원특별자치도 고성군 토성면 신평리,,,(주)포유레저 실외수영장,,,,
844,1,영업/정상,13,영업중,,,,033-636-0013,219-832,강원특별자치도 고성군 토성면 원암리 331-1,강원특별자치도 고성군 토성면 고성대로 47-24,24768,일성수영장,331895.1526,523859.7828,,
845,1,영업/정상,13,영업중,,,,033-639-8451,,강원특별자치도 고성군 토성면 원암리 403-24 델피노골프&리조트,"강원특별자치도 고성군 토성면 미시령옛길 1153, 델피노골프&리조트",24768,인피니티풀,331116.9105,524073.824,,
846,1,영업/정상,13,영업중,,,,,235-010,강원특별자치도 태백시 황지동 산 176-28 오투리조트,"강원특별자치도 태백시 서학로 861 (황지동, 오투리조트)",26010,하늘수영장,,,,
847,1,영업/정상,13,영업중,,,,053-745-7333,,대구광역시 수성구 범어동 171-4,대구광역시 수성구 달구벌대로 2491 (범어동),42029,(주)씨유컴퍼니 아쿠아키즈(범어),347633.5137,263362.4148,,
848,1,영업/정상,13,영업중,,,,053-741-7788,,대구광역시 수성구 만촌동 418-14,대구광역시 수성구 화랑로2길 42 (만촌동),42039,P&S 수영장,347415.7871,264308.1677,,
849,1,영업/정상,13,영업중,,,,053-793-6453,706-160,대구광역시 수성구 사월동 550-3번지,대구광역시 수성구 달구벌대로669길 40 (사월동),42273,월드스포츠스쿨 아쿠아센터,355472.4269,261095.0051,,
850,1,영업/정상,13,영업중,,,,053-794-0015,706-170,대구광역시 수성구 신매동 567번지,대구광역시 수성구 달구벌대로 3188 (신매동),42274,리틀아레나,353999.5482,261412.7314,,
851,1,영업/정상,13,영업중,,,,053-743-0022,706-841,대구광역시 수성구 지산동 945번지,대구광역시 수성구 동대구로 102 (지산동),42176,마린슐레,346713.8526,261132.8772,,
852,1,영업/정상,13,영업중,,,,053-213-2211,,대구광역시 수성구 수성동3가 57번지,"대구광역시 수성구 명덕로 455, 지하1층 102호 (수성동3가, 수성3가롯데캐슬아파트)",42119,주식회사 씨유,346260.2374,262934.15,,
853,1,영업/정상,13,영업중,,,,053-766-8888,,대구광역시 수성구 욱수동 81번지,"대구광역시 수성구 욱수길 37 (욱수동, 덕원고등학교,덕원중학교)",42288,효성스포츠빌덕원수영장,354148.1247,259794.0086,,
854,1,영업/정상,13,영업중,,,,,,경상북도 경산시 중산동 27,경상북도 경산시 경산로54길 27 (중산동),38658,WITH 어린이수영장,355870.7155,260536.8392,,
855,1,영업/정상,13,영업중,,,,055-670-2941,638-816,경상남도 고성군 고성읍 기월리 83-9번지,경상남도 고성군 고성읍 송학고분로 193,52931,고성군 문화체육센타,319548.8613,165421.8287,,
856,1,영업/정상,13,영업중,,,,556702800,638-812,경상남도 고성군 회화면 당항리 11번지,경상남도 고성군 회화면 당항만로 1116,,당항포 야외풀장,327480.7024,173744.7548,,
857,1,영업/정상,13,영업중,,,,061-370-5090,,전라남도 화순군 백아면 옥리 510-1,전라남도 화순군 북면 옥리길 14-21 (금호화순리조트),58101,금호리조트 (주),207578.1864,184773.2621,,
858,1,영업/정상,13,영업중,,,,061-379-3951,,전라남도 화순군 화순읍 신기리 405-2번지 광덕로 231,전라남도 화순군 화순읍 광덕로 231 (화순군민종합문화센터),58114,화순군민종합문화센터,199179.7536,174064.5526,,
859,1,영업/정상,13,영업중,,,,8080-114,,전라남도 여수시 화장동 945,전라남도 여수시 대통1길 55 (화장동),59638,전라남도학생교육문화회관,258872.9235,142563.6961,,
860,1,영업/정상,13,영업중,,,,061-690-2733,,전라남도 여수시 시전동 109,전라남도 여수시 여천체육공원길 49 (시전동),59683,망마체육센터수영장,262185.1554,140178.5905,,
861,1,영업/정상,13,영업중,,,,061-659-3281,,전라남도 여수시 오림동 661번지 진남수영장,"전라남도 여수시 내동1길 2, 진남수영장 (오림동)",59715,진남수영장,265901.0327,140628.4546,,
862,1,영업/정상,13,영업중,,,,530-5516,536-809,전라남도 해남군 해남읍 해리 10번지,,,우슬국민체육센터,164870.4528,118903.7746,,
863,1,영업/정상,13,영업중,,,,061-260-3339,535-821,전라남도 신안군 증도면 우전리 233-42,전라남도 신안군 증도면 지도증도로 1766-15,,(주)엘도라도 리조트,120968.0696,163151.6724,,
864,1,영업/정상,13,영업중,,,,,,전라남도 나주시 송월동 1078-2번지 나주종합스포츠파크,"전라남도 나주시 영산강변로 99, 1층 (송월동, 나주시 인라인롤러구장)",58253,나주실내수영장,174342.1427,168199.1371,,
865,1,영업/정상,13,영업중,,,,,,전라남도 나주시 빛가람동 203-4번지 드림 페이스몰 139호 ~ 146호,전라남도 나주시 상야4길 16-10 (빛가람동),58217,스위밍차일드(나주혁신점),181054.112,169389.7584,,
866,1,영업/정상,13,영업중,,,,,520-862,전라남도 나주시 다도면 방산리 산 219-1 외21필지(방산리 1450-1번지),,,중흥골드스파&리조트 수영장,,,,
867,1,영업/정상,13,영업중,,,,031-932-9979,,경기도 고양시 일산동구 장항동 897,"경기도 고양시 일산동구 장백로 178, 지하1층 (장항동, 뉴욕프라자)",10414,아이푸른,180290.0075,460956.466,,
868,1,영업/정상,13,영업중,,,,02-381-7920,,경기도 고양시 덕양구 신원동 622,"경기도 고양시 덕양구 신원로 40-8, 4층 (신원동)",10568,아라 어린이 수영장,190129.6018,462427.9003,,
869,1,영업/정상,13,영업중,,,,031-977-6253,,경기도 고양시 일산서구 덕이동 219-8번지 양우씨네플렉스 나동 B102호,"경기도 고양시 일산서구 덕이로 20, 양우씨네플렉스 나동동 B102호 (덕이동)",10237,주식회사 아이가행복한스위밍앤스포츠클럽,178490.4129,465282.1192,,
870,1,영업/정상,13,영업중,,,,031-5173-4503,,경기도 고양시 덕양구 동산동 370,"경기도 고양시 덕양구 고양대로 1955, 6층 (동산동, 스타필드고양)",10595,아쿠아필드 고양,190645.3143,460528.948,,
871,1,영업/정상,13,영업중,,,,031-967-5262,,경기도 고양시 덕양구 원흥동 440-4,경기도 고양시 덕양구 고양대로1670번길 88 (원흥동),10552,유진어린이수영장,188113.4544,460371.2036,,
872,1,영업/정상,13,영업중,,,,962-5000,412-805,경기도 고양시 덕양구 성사동 1-2,경기도 고양시 덕양구 고양대로 1624 (성사동),10480,훼릭스 실외수영장,187682.6366,460473.0142,,
873,1,영업/정상,13,영업중,,,,031-912-8600,,경기도 고양시 일산서구 일산동 1681-4,경기도 고양시 일산서구 고양대로 719-7 (일산동),10340,산들수영장 일산점,180160.3072,464608.9678,,
874,1,영업/정상,13,영업중,,,,031-963-9824,412-480,경기도 고양시 덕양구 대자동 1145,경기도 고양시 덕양구 대양로 25 (대자동),10281,통일로 수영장,188878.2194,465233.3653,,
875,1,영업/정상,13,영업중,,,,031-971-1850,412-823,경기도 고양시 덕양구 행신동 273-2번지,경기도 고양시 덕양구 배다골길 35-19 (행신동),10485,행유행유,186416.2836,458354.3615,,
876,1,영업/정상,13,영업중,,,,031-900-5550,,경기도 고양시 일산동구 마두동 797-2 뉴코아백화점일산점,"경기도 고양시 일산동구 중앙로 1206, 뉴코아백화점일산점 10층 (마두동)",10414,노블스포렉스수영장,180232.7526,461372.6828,,
877,1,영업/정상,13,영업중,,,,031-923-2999,,경기도 고양시 일산서구 주엽동 49 B101호,"경기도 고양시 일산서구 강선로 96, 지하1층 B101호 (주엽동, 강선마을5단지아파트)",10361,오션키즈 주엽센터,179437.9645,463268.0688,,
878,1,영업/정상,13,영업중,,,,031-966-3232,,경기도 고양시 덕양구 성사동 707-10번지 지하1층,"경기도 고양시 덕양구 고양대로 1399 (성사동, 대성빌딩)",10464,토이키즈 스윔클럽,185788.8733,461314.7472,,
879,1,영업/정상,13,영업중,,,,1661-5347,,경기도 고양시 덕양구 화정동 984-3 세일빌딩 지하1층,"경기도 고양시 덕양구 화신로 278, 세일빌딩 지하1층 (화정동)",10500,아쿠아마린 화정,184974.5337,458769.4232,,
880,1,영업/정상,13,영업중,,,,031-970-9004,412-835,경기도 고양시 덕양구 행신동 995-2,"경기도 고양시 덕양구 중앙로 547, 지층 (행신동)",10518,몬스터키즈풀,185451.0158,457836.8441,,
881,1,영업/정상,13,영업중,,,,031-927-9908,410-821,경기도 고양시 일산동구 식사동 1531 스타타워 801호,"경기도 고양시 일산동구 위시티2로11번길 31, 801호 (식사동, 스타타워)",10323,키즈라움,183360.66,463963.815,,
882,1,영업/정상,13,영업중,,,,02-388-0455,,"경기도 고양시 덕양구 효자동 48-1 외 5필지(48-7, 48-8, 48-12, 48-13, 46-5)",경기도 고양시 덕양구 북한산로 605 (효자동),10581,주식회사 북한산워터파크,196261.136,464087.4487,,
883,1,영업/정상,13,영업중,,,,031-903-6644,,경기도 고양시 일산동구 마두동 734 지하1호,"경기도 고양시 일산동구 강촌로 195, 지하층 1호 (마두동, 백마마을4단지)",10417,몬스터 키즈 풀,181695.8878,461546.0961,,
884,1,영업/정상,13,영업중,,,,9667929,,경기도 고양시 일산동구 식사동 833-5,경기도 고양시 일산동구 무궁화로 352 (식사동),10302,포세이돈 스위밍 아카데미,182166.9363,463832.8546,,
885,1,영업/정상,13,영업중,,,,739-9001,697-800,제주특별자치도 서귀포시 강정동 2677,제주특별자치도 서귀포시 이어도로 684 (강정동),,켄싱턴 수영장,152324.8296,-29032.28704,,
886,1,영업/정상,13,영업중,,,,,697-330,제주특별자치도 서귀포시 회수동 30번지,제주특별자치도 서귀포시 1100로 453-95  (회수동),,한라의료재단 서귀포분원 수영장,148173.7133,-23183.77513,,
887,1,영업/정상,13,영업중,,,,053-202-1141,,대구광역시 달성군 다사읍 서재리 1131번지 에코폴리스 동화 아이위시 3차,"대구광역시 달성군 다사읍 서재로7길 25, 604동 지하1층 (에코폴리스 동화 아이위시 3차)",42929,퍼스트 스윔,334460.7976,264332.2542,,
888,1,영업/정상,13,영업중,,,,031-263-1102,,경기도 용인시 수지구 성복동 246-10,"경기도 용인시 수지구 성복1로 118, B2.B3층 (성복동)",16853,SKY KIDS POOL,205853.8402,423862.1011,,
889,1,영업/정상,13,영업중,,,,031-968-4600,,경기도 고양시 덕양구 벽제동 576-3 외 5필지,경기도 고양시 덕양구 보광로 222-7 (벽제동),10267,고양레저타운,192254.1715,470057.5001,,
890,1,영업/정상,13,영업중,,,,,,제주특별자치도 서귀포시 안덕면 상창리 79번지,제주특별자치도 서귀포시 안덕면 병악로 269,63526,뽀로로&타요 테마파크 수영장,141349.1907,-21505.63143,,
891,1,영업/정상,13,영업중,,,,031-796-0877,,경기도 하남시 풍산동 522-3번지 위너스프라자 B102호,"경기도 하남시 미사강변대로 38, 위너스프라자 B102호 (풍산동)",12919,오션차일드 미사센터,216347.6518,450178.1433,,
892,1,영업/정상,13,영업중,,,,9779002,,경기도 고양시 일산동구 중산동 1561-1 해태쇼핑타운 901호,"경기도 고양시 일산동구 중산로 241, 해태쇼핑타운 9층 901호 (중산동)",10336,(주)아이풀 일산지점,180555.4581,465725.1471,,
893,1,영업/정상,13,영업중,,,,,,인천광역시 서구 청라동 173-1 청라29블럭호반베르디움,"인천광역시 서구 청라커낼로 163, 301동 지하1층 9~10호 (청라동, 청라29블럭호반베르디움)",22764,국제키즈스포츠스쿨,168003.0859,447326.023,,
894,1,영업/정상,13,영업중,,,,,,세종특별자치시 한솔동 961 한솔동 복합커뮤니티센터 정음관,"세종특별자치시 나리로 57-26, 한솔동 복합커뮤니티센터 정음관 1층 (한솔동)",30130,한솔동복합커뮤니티센터 정음관 수영장,222854.7927,330751.8866,,
895,1,영업/정상,13,영업중,,,,,,충청남도 당진시 읍내동 25-9 가원웨딩장,"충청남도 당진시 당진중앙2로 226-12, 가원웨딩장 (읍내동)",31776,스윔 스타즈,167483.0054,377316.6484,,
896,1,영업/정상,13,영업중,,,,509-6000,,경기도 과천시 막계동 33번지 서울랜드,"경기도 과천시 광명로 181, 서울랜드 (막계동)",13829,서울랜드 야외수영장,202115.8277,437231.6724,,
897,1,영업/정상,13,영업중,,,,,,"경기도 남양주시 다산동 6085-2 신해센트럴타워 9층 901,902호","경기도 남양주시 다산중앙로123번길 21-7, 신해센트럴타워 9층 901,902호 (다산동)",12248,보아스수영클럽(다산),213320.2381,457856.2946,,
898,1,영업/정상,13,영업중,,,,062-972-6003,,광주광역시 광산구 쌍암동 694-58 가동 101호,"광주광역시 광산구 월계로 235-9, 가동 101호 (쌍암동)",62279,스위밍차일드 첨단점,186384.4077,190576.4137,,
899,1,영업/정상,13,영업중,,,,032-721-7676,,인천광역시 서구 가정동 618-5 MK타워,"인천광역시 서구 봉오재3로94번길 11, MK타워 602,607호 (가정동)",22731,(주)슈퍼스타스위밍아카데미,170800.95,447227.2055,,
900,1,영업/정상,13,영업중,,,,,,경상북도 구미시 산동면 신당리 1458,"경상북도 구미시 산동면 신당1로 24, 바젤파크 5층 501호",39164,스윔슐레 구미캠퍼스,328826.8997,295817.0574,,
901,1,영업/정상,13,영업중,,,,,,경기도 양주시 장흥면 교현리 127-2번지,경기도 양주시 장흥면 북한산로 1038-23,11523,엘제이비,197526.549,468039.8856,,
902,1,영업/정상,13,영업중,,,,042-627-6005,,대전광역시 대덕구 송촌동 461-1번지 선비마을3단지아파트상가 지하1층,"대전광역시 대덕구 동춘당로114번길 60, 상가동 지하1층 (송촌동, 선비마을3단지아파트)",34401,스위밍키즈 송촌점,239514.7052,318646.3174,,
903,1,영업/정상,13,영업중,,,,042-282-6005,,대전광역시 동구 효동 132-14번지,"대전광역시 동구 계족로 10, 지하1층 (효동)",34688,스위밍키즈,239558.5182,312881.7849,,
904,1,영업/정상,13,영업중,,,,533256100,,대구광역시 북구 동천동 908-4번지,"대구광역시 북구 동천로23길 2, 지하1층 (동천동)",41423,백천스윔 키즈 수영장,340723.6053,272441.4731,,
905,1,영업/정상,13,영업중,,,,02-2601-3456,,서울특별시 양천구 신정동 1274 서울신기초등학교,"서울특별시 양천구 신정로 292, 서울신기초등학교 (신정동)",8106,신기스포렉스,187037.4507,445450.7527,,
906,1,영업/정상,13,영업중,,,,,,제주특별자치도 서귀포시 안덕면 서광리 산 24,"제주특별자치도 서귀포시 안덕면 신화역사로304번길 38, 신화리조트",63522,스카이풀 수영장,136356.9423,-20780.80749,,
907,1,영업/정상,13,영업중,,,,031-282-8050,,경기도 용인시 기흥구 지곡동 534-7,"경기도 용인시 기흥구 지삼로 73-4, 지1층 (지곡동)",17088,GLC 프리미엄 수영센터,211484.7643,416516.2309,,
908,1,영업/정상,13,영업중,,,,031-504-0007,,경기도 시흥시 배곧동 128,"경기도 시흥시 배곧4로 32-19, 2층 202호 (배곧동)",15010,엔젤크루 키즈스윔,175682.5623,430616.1138,,
909,1,영업/정상,13,영업중,,,,055-325-1152,,경상남도 김해시 관동동 1126,"경상남도 김해시 율하2로 260, 금솔프라자 1층층 (관동동)",51016,노블스위밍랩 장유율하점,365820.2377,187936.5615,,
910,1,영업/정상,13,영업중,,,,573-6168,,강원특별자치도 삼척시 원당동 62 삼척종합사회복지관,"강원특별자치도 삼척시 원당로2길 72-6, 삼척종합사회복지관 (원당동)",25918,삼척종합사회복지관웰빙센터,390441.7482,439428.1886,,
911,1,영업/정상,13,영업중,,,,541-4776,245-905,강원특별자치도 삼척시 도계읍 도계리 287-5,강원특별자치도 삼척시 도계읍 도계느티로 25-18,25948,삼척시광산근로자복지센,381829.6991,416465.2868,,
912,1,영업/정상,13,영업중,,,,033-455-5007,,강원특별자치도 철원군 동송읍 이평리 861-148 청강수영사우나,"강원특별자치도 철원군 동송읍 이평로111번길 28-1, 청강수영사우나",24013,플레이미 금학산 수영장,218331.0808,522606.9459,,
913,1,영업/정상,13,영업중,,,,,,강원특별자치도 양양군 손양면 오산리 23-4 대명쏠비치호텔&리조트,"강원특별자치도 양양군 손양면 선사유적로 678, 대명쏠비치호텔&리조트",25042,오션플레이,346081.8212,510801.1136,,
914,1,영업/정상,13,영업중,,,,,215-803,강원특별자치도 양양군 양양읍 연창리 203-19,강원특별자치도 양양군 양양읍 일출로 540,25031,양양군 문화복지회관 수영장,342679.9922,509490.6165,,
915,1,영업/정상,13,영업중,,,,,,강원특별자치도 양양군 손양면 동호리 510-28 설해원,"강원특별자치도 양양군 손양면 공항로 230, 설해원",25042,설해수영장,345916.543,506924.3922,,
916,1,영업/정상,13,영업중,,,,325643040,,인천광역시 서구 당하동 1246-2,"인천광역시 서구 서로3로 112, 지하1층 B03호 (당하동)",22869,스윔버블,,,,
917,1,영업/정상,13,영업중,,,,051-469-4991,,"부산광역시 강서구 명지동 1346 부산학생안전체험장, 울림마루","부산광역시 강서구 영강길81번길 24, 부산학생안전체험장, 울림마루 1층 (명지동)",46725,부산학생안전체험관 수영장,375522.8888,180392.9931,,
918,1,영업/정상,13,영업중,,,,062-374-6002,,광주광역시 서구 치평동 1181,"광주광역시 서구 치평로 60 (치평동, 삼성리더스빌지하1층101호)",61950,스위밍 차일드(상무점),186056.6574,183729.2401,,
919,1,영업/정상,13,영업중,,,,626546002,503-811,광주광역시 남구 봉선동 164-14번지 1층,"광주광역시 남구 유안초등북길 7, 1층 (봉선동)",61675,스위밍차일드,192120.1806,180856.0016,,
920,1,영업/정상,13,영업중,,,,062-676-0900,,광주광역시 남구 봉선동 494번지,"광주광역시 남구 봉선로 127, 상가동 101호 (봉선동, 솔뫼REX-K1)",61683,아쿠아 스플래쉬 봉선점,191679.4623,180540.9941,,
921,1,영업/정상,13,영업중,,,,062-380-8988,502-859,광주광역시 서구 쌍촌동 1268번지,광주광역시 서구 상무민주로 61 (쌍촌동),61965,광주학생교육문화회관실내수영장,186910.172,184082.3335,,
922,1,영업/정상,13,영업중,,,,062-610-7000,502-827,광주광역시 서구 치평동 1158 2층,"광주광역시 서구 상무누리로 55 (치평동,2층)",,디케이관광개발 주식회사(홀리데이인호텔),185212.761,183187.7739,,
923,1,영업/정상,13,영업중,,,,,,광주광역시 서구 금호동 573-1 1층,"광주광역시 서구 금호만호길 45-33 (금호동, 1층)",62009,573 SWIMMING POOL,186394.2512,181574.9202,,
924,1,영업/정상,13,영업중,,,,062-380-6811,,광주광역시 서구 풍암동 산 6-1,"광주광역시 서구 금화로 278 (풍암동, 광주실내수영장)",62048,염주실내수영장,189525.8585,181731.4312,,
925,1,영업/정상,13,영업중,,,,062-613-7975,,광주광역시 서구 치평동 1162 광주여성발전센터,"광주광역시 서구 상무자유로 73, 일가정양립지원본부 (치평동)",61953,일가정양립지원본부실내수영장,185432.0678,183821.4329,,
926,1,영업/정상,13,영업중,,,,,,,"광주광역시 북구 일곡마을로 10-1, 상가동 지하층 (일곡동, 일곡4차 청솔아파트)",61037,아쿠아차일드 일곡점,190823.9508,189752.4993,,
927,1,영업/정상,13,영업중,,,,062-252-1040,,"광주광역시 북구 문흥동 995-1번지 해광,한신 무지개아파트","광주광역시 북구 문산로 52, 해광,한신 무지개아파트 103동 지하층 1,2호 (문흥동)",61128,(주)베스트아쿠아,193058.5986,187438.864,,
928,1,영업/정상,13,영업중,,,,054-453-2600,,경상북도 구미시 부곡동 322-1,경상북도 구미시 부곡길 90-4 (부곡동),39203,AQUA schule(아쿠아 슐레),316411.5853,295553.5674,,
929,1,영업/정상,13,영업중,,,,473-6300,730-320,경상북도 구미시 인의동 701-8,경상북도 구미시 인동북길 117 (인의동),39439,새천년사우나스포츠,328594.0484,289487.433,,
930,1,영업/정상,13,영업중,,,,054-482-9780,730-802,경상북도 구미시 선산읍 노상리 333-2,"경상북도 구미시 선산읍 단계동길 270, 지하2층",39111,구미시 선산청소년수련관,315896.3918,307248.315,,
931,1,영업/정상,13,영업중,,,,054-832-3796,769-803,경상북도 의성군 의성읍 상리리 637번지,경상북도 의성군 의성읍 충효로 68,37331,의성군청소년센터,352942.2133,318447.8512,,
932,1,영업/정상,13,영업중,,,,390-4775,515-873,전라남도 장성군 삼계면 사창리 132-5번지,,,상무수영장,,,,
933,1,영업/정상,13,영업중,,,,393-0303,515-871,전라남도 장성군 삼계면 화산리 458-1번지,,,용매골 수영장,165845.5639,198921.9208,,
934,1,영업/정상,13,영업중,,,,,515-801,전라남도 장성군 장성읍 기산리 132번지,전라남도 장성군 장성읍 문화로 81,57222,장성실내수영장,179082.6197,200196.2307,,
935,1,영업/정상,13,영업중,,,,725-5001,,전라남도 순천시 조례동 1833-1번지,"전라남도 순천시 왕궁길 11 (조례동, 유심천)",57971,유심천건강랜드수영장,248499.6308,161794.8385,,
936,1,영업/정상,13,영업중,,,,743-9914,,전라남도 순천시 장천동 39-3번지,전라남도 순천시 중앙2길 30 (장천동),57956,웰빙수영장,244576.7351,161280.2455,,
937,1,영업/정상,13,영업중,,,,061-811-0407,540-968,전라남도 순천시 조례동 1587-4번지 외 2 (7층),전라남도 순천시 백강로 234 (조례동),57968,에코 파크,247594.7758,161803.004,,
938,1,영업/정상,13,영업중,,,,,540-965,전라남도 순천시 조례동 758-28번지,전라남도 순천시 비봉2길 4-40 (조례동),57929,스카이휘트니스,247558.3483,164043.0191,,
939,1,영업/정상,13,영업중,,,,,540-949,전라남도 순천시 석현동 62-3번지,전라남도 순천시 환선로 133 (석현동),57938,문화건강센터수영장,244379.688,163346.5631,,
940,1,영업/정상,13,영업중,,,,061-743-1313,,전라남도 순천시 연향동 1434-7,"전라남도 순천시 구암1길 8 (연향동, 손해사정법인미래)",57991,퐁당퐁당어린이전용수영장(1층),246858.0258,161082.1976,,
941,1,영업/정상,13,영업중,,,,,,전라남도 순천시 해룡면 신대리 1981-6,"전라남도 순천시 해룡면 매안로 129, 1층",58011,아쿠아차일드순천점,250294.4843,159743.6879,,
942,1,영업/정상,13,영업중,,,,061-284-9002,,전라남도 무안군 삼향읍 남악리 2254 남악아울렛,"전라남도 무안군 삼향읍 대죽동로16번길 15, 남악아울렛 101동",58567,스위밍차일드,150964.0511,145901.6227,,
943,1,영업/정상,13,영업중,,,,,,전라남도 강진군 강진읍 교촌리 211번지,전라남도 강진군 강진읍 종합운동장길 50-7 (강진종합운동장),59223,강진군스포츠센터,179765.6527,127407.558,,
944,1,영업/정상,13,영업중,,,,061-743-8806,540-951,전라남도 순천시 연향동 771번지,전라남도 순천시 팔마로 333 (연향동),57992,팔마수영장,247412.4013,159722.2994,,
945,1,영업/정상,13,영업중,,,,284-8801,530-831,전라남도 목포시 옥암동 815-1번지 목포시민문화센터부지내,"전라남도 목포시 부주로 312 (옥암동,목포시민문화센터부지내)",58672,KBS비즈니스 목포스포츠월드,148514.3858,146111.6632,,
946,1,영업/정상,13,영업중,,,,277-6200,,전라남도 목포시 옥암동 1373,"전라남도 목포시 남악로 22-14, A동 B108.110.111호 (옥암동, 펠리시티몰)",58682,아쿠아스플래쉬 목포옥암점,148707.2922,145040.504,,
947,1,영업/정상,13,영업중,,,,061-540-6258,539-803,전라남도 진도군 진도읍 동외리 994,전라남도 진도군 진도읍 동외4길 126,,진도국민체육센터(진도실내수영장),133474.3726,109939.9952,,
948,1,영업/정상,13,영업중,,,,061-356-5600,513-872,전라남도 영광군 법성면 입암리 288-1,,,영광리조트,150668.9928,204228.2082,,
949,1,영업/정상,13,영업중,,,,061-460-4122,526-896,전라남도 영암군 삼호읍 용당리 2178-2,전라남도 영암군 삼호읍 신항로 63-12,,현대한마음회관 수영장,143108.7986,138659.5591,,
950,1,영업/정상,13,영업중,,,,061-472-1843,526-871,전라남도 영암군 학산면 학계리 81-1번지,전라남도 영암군 학산면 학계길 80,,토담골,165233.5469,133225.0072,,
951,1,영업/정상,13,영업중,,,,469-5251,526-892,전라남도 영암군 삼호읍 삼포리 1237-6,전라남도 영암군 삼호읍 대불로 91,,라한호텔 목포 실내수영장,143807.1423,137412.2517,,
952,1,영업/정상,13,영업중,,,,070-7789-4369,526-871,전라남도 영암군 학산면 학계리 184-1,전라남도 영암군 학산면 학계길 93,,삼락정 랜드,165575.4367,133408.6183,,
953,1,영업/정상,13,영업중,,,,061)473-6311,526-854,전라남도 영암군 군서면 해창리 6-10번지,전라남도 영암군 군서면 마한로 331,,월출산온천관광호텔 야외수영장,168506.1824,146341.0026,,
954,1,영업/정상,13,영업중,,,,061)797-3921,545-812,전라남도 광양시 봉강면 석사리 129번지 (1층),전라남도 광양시 봉강면 명암길 7,57728,광양수영장,252259.1261,164781.057,,
955,1,영업/정상,13,영업중,,,,031-724-2640,463-400,경기도 성남시 분당구 삼평동 670 유스페이스1 지하1층 125-1,"경기도 성남시 분당구 대왕판교로 660, 지하1층 125-1호 (삼평동, 유스페이스1)",13494,키즈스플래쉬,209403.1841,433182.4721,,
956,1,영업/정상,13,영업중,,,,031-716-2708,463-914,경기도 성남시 분당구 정자동 110 한솔마을 청구코아상가 지하2층 201호,"경기도 성남시 분당구 불정로 219, 지하2층 201호 (정자동, 한솔마을 청구코아상가)",13608,키튼코리아,210770.1844,429207.9328,,
957,1,영업/정상,13,영업중,,,,714-2323,,경기도 성남시 분당구 수내동 56 파크타운대림아파트,"경기도 성남시 분당구 내정로166번길 7-6, 지하1층 1, 3호 (수내동, 파크타운대림아파트)",13599,키즈앤맘 어린이전용수영장,210620.8441,430091.1019,,
958,1,영업/정상,13,영업중,,,,1833-6697,,경기도 성남시 수정구 창곡동 546,"경기도 성남시 수정구 위례광장로 45, 4층 401~405호 (창곡동)",13647,아쿠아스타,212328.8509,440705.722,,
959,1,영업/정상,13,영업중,,,,0507-1445-5611,,경기도 성남시 수정구 창곡동 547-10,"경기도 성남시 수정구 위례광장로 21-12, 지층 101호 (창곡동)",13647,오션차일드,212253.7644,440363.4475,,
960,1,영업/정상,13,영업중,,,,02-6952-3944,,서울특별시 노원구 중계동 359-1 중계5단지주공아파트,"서울특별시 노원구 중계로 230, 제1상가동 지하층 101호 (중계동, 중계5단지주공아파트)",1713,타잔 B&G 어린이 수영장,206630.7141,461164.1208,,
961,1,영업/정상,13,영업중,,,,02-2282-2287,,서울특별시 성동구 금호동1가 1558 서희빌딩,"서울특별시 성동구 독서당로 335, 서희빌딩 (금호동1가)",4718,짐엔풀,202258.5154,449554.4266,,
962,1,영업/정상,13,영업중,,,,02-2088-1020,,서울특별시 성동구 행당동 147,"서울특별시 성동구 왕십리로 278-17, 상가201동 B01,B02호 (행당동, 행당동삼부아파트상가)",4751,블루라군,203239.1149,450858.6668,,
963,1,영업/정상,13,영업중,,,,02-794-0171,,서울특별시 용산구 이태원동 119-25번지,"서울특별시 용산구 이태원로 179 (이태원동, 해밀톤호텔 (본관))",4350,해밀톤수영장(실외),199363.5958,448050.9263,,
964,1,영업/정상,13,영업중,,,,02-3785-2532,,서울특별시 용산구 서빙고동 241-94번지 지하1층,"서울특별시 용산구 이촌로 347, 지하1층 (서빙고동, 신동아아파트)",4428,첨벙 어린이전용 수영장,198961.2981,446302.3265,,
965,1,영업/정상,13,영업중,,,,02-794-1001,,서울특별시 용산구 한남동 258번지 현대리버티하우스B2,"서울특별시 용산구 독서당로 70, B2층 (한남동, 현대리버티하우스)",4420,블루라군,200697.4259,447925.5774,,
